Sample in Buffer,Sample in Window,TRIGGER,nolabel_line188/CSI_BRAM_ENB_1_1,nolabel_line188/csi_gearbox_dma_0_mipi_data[15:0],nolabel_line188/csi_gearbox_dma_0_dbg_fifo_data_ct[11:0],nolabel_line188/CSI_MON_LPD0N_1,nolabel_line188/CSI_MON_LPD0P_1,nolabel_line188/Net[63:0],nolabel_line188/Net1,nolabel_line188/csi_gearbox_dma_0_s00_axis_tready,nolabel_line188/CSI_BRAM_ENB_1,nolabel_line188/CSI_MON_EM_MIPI_START_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_START_LINES_1,nolabel_line188/CSI_MON_EM_MIPI_END_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_DONE_1,nolabel_line188/CSI_MON_EM_MIPI_STOP_1,nolabel_line188/CSI_MON_LINE_COUNT_1[5:0],nolabel_line188/csi_gearbox_dma_0_mipi_read_valid,nolabel_line188/CSI_MON_LINE_BYTE_COUNT_1[20:0],nolabel_line188/CSI_CTRL_STATE_DBG_1[5:0],nolabel_line188/CSI_MON_MIPI_BUSY_DBG_1,nolabel_line188/CSI_MON_MIPI_DONE_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_SHORT_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_LONG_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_IDLE_DBG_1,nolabel_line188/CSI_MON_MIPI_DEBUG_TX_SIZE_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_1[5:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER2_1[15:0],nolabel_line188/CSI_MON_LPCLKN_1,nolabel_line188/CSI_MON_LPCLKP_1
5055,5055,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0044,0000,0,0
5056,5056,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0045,0000,0,0
5057,5057,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0046,0000,0,0
5058,5058,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0047,0000,0,0
5059,5059,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0048,0000,0,0
5060,5060,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0049,0000,0,0
5061,5061,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,004a,0000,0,0
5062,5062,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,004b,0000,0,0
5063,5063,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,004c,0000,0,0
5064,5064,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,004d,0000,0,0
5065,5065,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,004e,0000,0,0
5066,5066,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,004f,0000,0,0
5067,5067,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0050,0000,0,0
5068,5068,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0051,0000,0,0
5069,5069,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0052,0000,0,0
5070,5070,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0053,0000,0,0
5071,5071,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0054,0000,0,0
5072,5072,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0055,0000,0,0
5073,5073,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0056,0000,0,0
5074,5074,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0057,0000,0,0
5075,5075,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0058,0000,0,0
5076,5076,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0059,0000,0,0
5077,5077,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,005a,0000,0,0
5078,5078,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,005b,0000,0,0
5079,5079,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,005c,0000,0,0
5080,5080,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,005d,0000,0,0
5081,5081,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,005e,0000,0,0
5082,5082,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,005f,0000,0,0
5083,5083,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0060,0000,0,0
5084,5084,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0061,0000,0,0
5085,5085,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0062,0000,0,0
5086,5086,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0063,0000,0,0
5087,5087,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0064,0000,0,0
5088,5088,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0065,0000,0,0
5089,5089,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0066,0000,0,0
5090,5090,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0067,0000,0,0
5091,5091,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0068,0000,0,0
5092,5092,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0069,0000,0,0
5093,5093,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,006a,0000,0,0
5094,5094,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,006b,0000,0,0
5095,5095,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,006c,0000,0,0
5096,5096,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,006d,0000,0,0
5097,5097,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,006e,0000,0,0
5098,5098,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,006f,0000,0,0
5099,5099,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0070,0000,0,0
5100,5100,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0071,0000,0,0
5101,5101,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0072,0000,0,0
5102,5102,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0073,0000,0,0
5103,5103,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0074,0000,0,0
5104,5104,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0075,0000,0,0
5105,5105,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0076,0000,0,0
5106,5106,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0077,0000,0,0
5107,5107,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0078,0000,0,0
5108,5108,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0079,0000,0,0
5109,5109,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,007a,0000,0,0
5110,5110,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,007b,0000,0,0
5111,5111,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,007c,0000,0,0
5112,5112,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,007d,0000,0,0
5113,5113,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,007e,0000,0,0
5114,5114,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,007f,0000,0,0
5115,5115,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0080,0000,0,0
5116,5116,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0081,0000,0,0
5117,5117,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0082,0000,0,0
5118,5118,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0083,0000,0,0
5119,5119,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0084,0000,0,0
5120,5120,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0085,0000,0,0
5121,5121,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0086,0000,0,0
5122,5122,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0087,0000,0,0
5123,5123,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0088,0000,0,0
5124,5124,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0089,0000,0,0
5125,5125,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,008a,0000,0,0
5126,5126,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,008b,0000,0,0
5127,5127,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,008c,0000,0,0
5128,5128,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,008d,0000,0,0
5129,5129,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,008e,0000,0,0
5130,5130,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,008f,0000,0,0
5131,5131,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0090,0000,0,0
5132,5132,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0091,0000,0,0
5133,5133,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0092,0000,0,0
5134,5134,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0093,0000,0,0
5135,5135,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0094,0000,0,0
5136,5136,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0095,0000,0,0
5137,5137,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0096,0000,0,0
5138,5138,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0097,0000,0,0
5139,5139,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0098,0000,0,0
5140,5140,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,0099,0000,0,0
5141,5141,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,009a,0000,0,0
5142,5142,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,009b,0000,0,0
5143,5143,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,009c,0000,0,0
5144,5144,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,009d,0000,0,0
5145,5145,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,009e,0000,0,0
5146,5146,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,009f,0000,0,0
5147,5147,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a0,0000,0,0
5148,5148,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a1,0000,0,0
5149,5149,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a2,0000,0,0
5150,5150,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a3,0000,0,0
5151,5151,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a4,0000,0,0
5152,5152,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a5,0000,0,0
5153,5153,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a6,0000,0,0
5154,5154,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a7,0000,0,0
5155,5155,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a8,0000,0,0
5156,5156,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00a9,0000,0,0
5157,5157,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00aa,0000,0,0
5158,5158,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00ab,0000,0,0
5159,5159,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00ac,0000,0,0
5160,5160,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00ad,0000,0,0
5161,5161,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00ae,0000,0,0
5162,5162,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00af,0000,0,0
5163,5163,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b0,0000,0,0
5164,5164,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b1,0000,0,0
5165,5165,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b2,0000,0,0
5166,5166,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b3,0000,0,0
5167,5167,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b4,0000,0,0
5168,5168,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b5,0000,0,0
5169,5169,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b6,0000,0,0
5170,5170,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b7,0000,0,0
5171,5171,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b8,0000,0,0
5172,5172,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00b9,0000,0,0
5173,5173,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00ba,0000,0,0
5174,5174,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00bb,0000,0,0
5175,5175,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00bc,0000,0,0
5176,5176,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00bd,0000,0,0
5177,5177,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00be,0000,0,0
5178,5178,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00bf,0000,0,0
5179,5179,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c0,0000,0,0
5180,5180,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c1,0000,0,0
5181,5181,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c2,0000,0,0
5182,5182,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c3,0000,0,0
5183,5183,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,00,00c4,0000,0,0
5184,5184,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,00c5,0000,0,0
5185,5185,0,0,0f0e,c70,1,1,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0000,0000,0,0
5186,5186,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0001,0000,0,0
5187,5187,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0002,0000,0,0
5188,5188,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0003,0000,0,0
5189,5189,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0004,0000,0,0
5190,5190,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0005,0000,0,0
5191,5191,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0006,0000,0,0
5192,5192,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0007,0000,0,0
5193,5193,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0008,0000,0,0
5194,5194,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0009,0000,0,0
5195,5195,0,0,0f0e,c70,1,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0000,0000,0,0
5196,5196,0,0,0f0e,c70,0,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0001,0000,0,0
5197,5197,0,0,0f0e,c70,0,0,f7f6f5f4f3f2f1f0,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0002,0000,0,0
