Sample in Buffer,Sample in Window,TRIGGER,nolabel_line188/CSI_BRAM_ENB_1_1,nolabel_line188/csi_gearbox_dma_0_mipi_data[15:0],nolabel_line188/csi_gearbox_dma_0_dbg_fifo_data_ct[11:0],nolabel_line188/CSI_MON_LPD0N_1,nolabel_line188/CSI_MON_LPD0P_1,nolabel_line188/Net[63:0],nolabel_line188/Net1,nolabel_line188/csi_gearbox_dma_0_s00_axis_tready,nolabel_line188/CSI_BRAM_ENB_1,nolabel_line188/CSI_MON_EM_MIPI_START_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_START_LINES_1,nolabel_line188/CSI_MON_EM_MIPI_END_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_DONE_1,nolabel_line188/CSI_MON_EM_MIPI_STOP_1,nolabel_line188/CSI_MON_LINE_COUNT_1[5:0],nolabel_line188/csi_gearbox_dma_0_mipi_read_valid,nolabel_line188/CSI_MON_LINE_BYTE_COUNT_1[20:0],nolabel_line188/CSI_CTRL_STATE_DBG_1[5:0],nolabel_line188/CSI_MON_MIPI_BUSY_DBG_1,nolabel_line188/CSI_MON_MIPI_DONE_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_SHORT_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_LONG_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_IDLE_DBG_1,nolabel_line188/CSI_MON_MIPI_DEBUG_TX_SIZE_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_1[5:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER2_1[15:0],nolabel_line188/CSI_MON_LPCLKN_1,nolabel_line188/CSI_MON_LPCLKP_1
124,124,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
125,125,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
126,126,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
127,127,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
128,128,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
129,129,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
130,130,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
131,131,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
132,132,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
133,133,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
134,134,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
135,135,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
136,136,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
137,137,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
138,138,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
139,139,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
140,140,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
141,141,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
142,142,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
143,143,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
144,144,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
145,145,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
146,146,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
147,147,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
148,148,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
149,149,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
150,150,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
151,151,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
152,152,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
153,153,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
154,154,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
155,155,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
156,156,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
157,157,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
158,158,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
159,159,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
160,160,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
161,161,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
162,162,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
163,163,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
164,164,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
165,165,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
166,166,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
167,167,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
168,168,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
169,169,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
170,170,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
171,171,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
172,172,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
173,173,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
174,174,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
175,175,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
176,176,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
177,177,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
178,178,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
179,179,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
180,180,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
181,181,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
182,182,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
183,183,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
184,184,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
185,185,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
186,186,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
187,187,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
188,188,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
189,189,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
190,190,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
191,191,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
192,192,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
193,193,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
194,194,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
195,195,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
196,196,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
197,197,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
198,198,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
199,199,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
200,200,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
201,201,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
202,202,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
203,203,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
204,204,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
205,205,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
206,206,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
207,207,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
208,208,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
209,209,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
210,210,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
211,211,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
212,212,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
213,213,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
214,214,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
215,215,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
216,216,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
217,217,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
218,218,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
219,219,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
220,220,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
221,221,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
222,222,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
223,223,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
224,224,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
225,225,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
226,226,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
227,227,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
228,228,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
229,229,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
230,230,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
231,231,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
232,232,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
233,233,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
234,234,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
235,235,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
236,236,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
237,237,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
238,238,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
239,239,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
240,240,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
241,241,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
242,242,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
243,243,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
244,244,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
245,245,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
246,246,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
247,247,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
248,248,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
249,249,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
250,250,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
251,251,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
252,252,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
253,253,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
254,254,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
255,255,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
256,256,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
257,257,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
258,258,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
259,259,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
260,260,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
261,261,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
262,262,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
263,263,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
264,264,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
265,265,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
266,266,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
267,267,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
268,268,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
269,269,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
270,270,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
271,271,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
272,272,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
273,273,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
274,274,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
275,275,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
276,276,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
277,277,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
278,278,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
279,279,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
280,280,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
281,281,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
282,282,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
283,283,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
284,284,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
285,285,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
286,286,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
287,287,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
288,288,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
289,289,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
290,290,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
291,291,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
292,292,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
293,293,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
294,294,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
295,295,0,0,0000,000,1,1,0000000000000000,0,0,0,0,0,0,1,0,0f,0,000800,03,0,0,0,0,1,0000,0d,0000,0000,1,1
